chat_id,channel_identifier,condition,message,sender_id,receiver_id,session_time,segment
GSL_G.2_main_1,32927,control,aww that's sweet,696373,90684,23.1022,late
GSL_G.2_main_1,32928,control,i've never been out of the country though but i'm hoping to do that sometime during college,90684,696373,23.185666666666666,late
GSL_G.2_main_1,32929,control,Exactly,551759,504005,23.188983333333333,late
GSL_G.2_main_1,32930,control,maybe ill join next semester if thats still an option?!,594825,90887,23.2083,late
GSL_G.2_main_1,32931,control,fr fr,504005,594825,23.257633333333334,late
GSL_G.2_main_1,32932,control,are you taking any fun classes next sem,504005,594825,23.3839,late
GSL_G.2_main_1,32933,control,I do have a favorite one but I definitely recommend for Disneys loll,90887,551759,23.400516666666668,late
GSL_G.2_main_1,32934,control,literally,594825,551759,23.413383333333332,late
GSL_G.2_main_1,32935,control,what's your favorite place that you've traveled to?,90684,696373,23.45553333333333,late
GSL_G.2_main_1,32936,control,what's yours,90887,551759,23.498516666666667,late
GSL_G.2_main_1,32937,control,no definitely like all around there is such a good balance,976819,551759,23.5435,late
GSL_G.2_main_1,32938,control,hey,661074,696373,23.570683333333335,late
GSL_G.2_main_1,32939,control,What are you hoping to do with your major?,551759,504005,23.575266666666668,late
GSL_G.2_main_1,32940,control,i also dont understand how runk food cant be at every dining hall,594825,551759,23.661466666666666,late
GSL_G.2_main_1,32941,control,"Ok top three favorite movies of all time, GO",90684,464297,23.765,late
GSL_G.2_main_1,32942,control,Youth and social innovation,551759,976819,23.7809,late
GSL_G.2_main_1,32943,control,Wbu,551759,976819,23.80366666666667,late
GSL_G.2_main_1,32944,control,im in the engineering school and im thinking either systems or mechanical,976819,551759,23.87301666666667,late
GSL_G.2_main_1,32945,control,"like they have it at one, why not put good food at newcomb and ohill too",594825,551759,23.919516666666667,late
GSL_G.2_main_1,32946,control,Oh cool,464297,594825,23.952466666666666,late
GSL_G.2_main_1,32947,control,Literally,551759,594825,23.980066666666666,late
GSL_G.2_main_1,32948,control,omggg,90887,504005,24.08005,late
GSL_G.2_main_1,32949,control,ohh cool,976819,551759,24.083066666666667,late
GSL_G.2_main_1,32950,control,London; i went with my family and it was fun,696373,90684,24.104533333333332,late
GSL_G.2_main_1,32951,control,I’ve had the foulest food sometimes,551759,594825,24.112016666666666,late
GSL_G.2_main_1,32952,control,Are there a lot of people here from your high school?,464297,594825,24.2261,late
GSL_G.2_main_1,32953,control,"I'm thinking of doing clinical or counseling, so I'll be going to grad school after",504005,551759,24.246316666666665,late
GSL_G.2_main_1,32954,control,No you mean Economics professor?,90887,504005,24.256433333333334,late
GSL_G.2_main_1,32955,control,is that in the education school?,976819,551759,24.265933333333333,late
GSL_G.2_main_1,32956,control,did you do a lot of sightseeing,90684,696373,24.418083333333332,late
GSL_G.2_main_1,32957,control,i want to take oceanography but i couldnt get in now because of the credit cap,594825,504005,24.543866666666666,late
GSL_G.2_main_1,32958,control,ohh nice,976819,504005,24.5509,late
GSL_G.2_main_1,32959,control,I love Pitch Perfect,551759,90887,24.600416666666668,late
GSL_G.2_main_1,32960,control,are you?,594825,504005,24.634133333333335,late
GSL_G.2_main_1,32961,control,I like a good medium rare haha,976819,504005,24.707433333333334,late
GSL_G.2_main_1,32962,control,"Crazy rich asians, the godfather, ten things I hate about you",464297,90684,24.71925,late
GSL_G.2_main_1,32963,control,hbu,976819,504005,24.729883333333333,late
GSL_G.2_main_1,32964,control,but I really think this schedule is weird and horrified,90887,504005,24.7667,late
GSL_G.2_main_1,32965,control,Oh cool!,551759,504005,24.820866666666667,late
GSL_G.2_main_1,32966,control,yeah theres like 25 haha,594825,464297,24.846833333333333,late
GSL_G.2_main_1,32967,control,I would love to do counseling too,551759,504005,24.91955,late
GSL_G.2_main_1,32968,control,everywhere i look theyre there,594825,464297,24.93995,late
GSL_G.2_main_1,32969,control,Arkells,694133,551759,24.960383333333333,late
GSL_G.2_main_1,32970,control,oh my gosh i love crazy rich asians so much,90684,464297,25.018833333333333,late
GSL_G.2_main_1,32971,control,Oh awesome,464297,551759,25.05015,late
GSL_G.2_main_1,32972,control,Yeah,551759,976819,25.07208333333333,late
GSL_G.2_main_1,32973,control,I though you're in social psych?,504005,90887,25.079666666666668,late
GSL_G.2_main_1,32974,control,Pavillion gardens! you?,694133,696373,25.213833333333334,late
GSL_G.2_main_1,32975,control,its actually heinous,594825,551759,25.2229,late
GSL_G.2_main_1,32976,control,Oh cool,464297,976819,25.355316666666667,late
GSL_G.2_main_1,32977,control,yeah the city! I went to meridian,464297,976819,25.417633333333335,late
GSL_G.2_main_1,32978,control,yeppp,504005,594825,25.422766666666668,late
GSL_G.2_main_1,32979,control,ohh cool I was there in 2019 but I'd say either annecy in France or maui,976819,696373,25.43695,late
GSL_G.2_main_1,32980,control,"mine would be napoleon dynamite, clueless, and la la land",90684,464297,25.44765,late
GSL_G.2_main_1,32981,control,Are you liking the engineering school?,551759,976819,25.447733333333332,late
GSL_G.2_main_1,32982,control,"yeah, i went to buckingham palace and went on the london eye; you know all the touristy things :)",696373,90684,25.4535,late
GSL_G.2_main_1,32983,control,You?,694133,551759,25.45703333333333,late
GSL_G.2_main_1,32984,control,ohh thanks for the recommendation!!,90887,551759,25.510983333333332,late
GSL_G.2_main_1,32985,control,what high school did you go to,464297,976819,25.512916666666666,late
GSL_G.2_main_1,32986,control,oceanography sounds rly cool tho,504005,594825,25.575683333333334,late
GSL_G.2_main_1,32987,control,wow that sounds so cool,90684,696373,25.64755,late
GSL_G.2_main_1,32988,control,that's so funny,464297,594825,25.702616666666668,late
GSL_G.2_main_1,32989,control,are you more of a beach or mountain person?,976819,696373,25.71105,late
GSL_G.2_main_1,32990,control,What’s the worst thing you’ve gotten from a dining hall,551759,594825,25.73235,late
GSL_G.2_main_1,32991,control,have you been anywhere else outside of the us,90684,696373,25.881116666666667,late
GSL_G.2_main_1,32992,control,Bad bunny,551759,694133,25.913433333333334,late
GSL_G.2_main_1,32993,control,I feel you,464297,594825,25.93685,late
GSL_G.2_main_1,32994,control,Windows at New Cabell,696373,694133,25.943616666666667,late
GSL_G.2_main_1,32995,control,ohh nice,976819,551759,25.972483333333333,late
GSL_G.2_main_1,32996,control,a lot of ysl people have a minor or double major in psych,504005,551759,26.050516666666667,late
GSL_G.2_main_1,32997,control,Solid,694133,551759,26.190833333333334,late
GSL_G.2_main_1,32998,control,so you can pick that up too if interested!,504005,551759,26.238233333333334,late
GSL_G.2_main_1,32999,control,right I just watched it last week,464297,90684,26.266016666666665,late
GSL_G.2_main_1,33000,control,"I like it so far, honestly its just been intro classes so it hasn't been too bad",976819,551759,26.33685,late
GSL_G.2_main_1,33001,control,I've been to Nigeria that's where my family is from,696373,90684,26.3595,late
GSL_G.2_main_1,33002,control,i think one time newcomb had this thing with eggs and sauce and i ate one bite and then spit it out,594825,551759,26.3933,late
GSL_G.2_main_1,33003,control,Yeah I’m definitely considering psych or anthropology,551759,504005,26.409983333333333,late
GSL_G.2_main_1,33004,control,Do you think you're a good dancer?,694133,551759,26.426516666666668,late
GSL_G.2_main_1,33005,control,oooh maybe i'll have to try one,90684,551759,26.46976666666667,late
GSL_G.2_main_1,33006,control,that's a good answer,464297,90684,26.483616666666666,late
GSL_G.2_main_1,33007,control,but I think it might get worse lol,976819,551759,26.4911,late
GSL_G.2_main_1,33008,control,classic,464297,90684,26.515783333333335,late
GSL_G.2_main_1,33009,control,neither lol,696373,976819,26.61225,late
GSL_G.2_main_1,33010,control,"Actually I like animation, romantic, and TV series like Friends",90887,551759,26.615733333333335,late
GSL_G.2_main_1,33011,control,ive learned not to be adventurous in the dining halls,594825,551759,26.676466666666666,late
GSL_G.2_main_1,33012,control,They are really nice,90887,551759,26.7199,late
GSL_G.2_main_1,33013,control,what about you?,696373,976819,26.798966666666665,late
GSL_G.2_main_1,33014,control,Yeah I like a medium too,504005,976819,26.807166666666667,late
GSL_G.2_main_1,33015,control,I’ve bit into a whole chunk of salt at ohill before,551759,594825,26.853866666666665,late
GSL_G.2_main_1,33016,control,Oh I love those,694133,696373,26.900883333333333,late
GSL_G.2_main_1,33017,control,do you have a lot of people here from your high school?,594825,464297,26.926916666666667,late
GSL_G.2_main_1,33018,control,and I watch them in my leisure time,90887,551759,26.9585,late
GSL_G.2_main_1,33019,control,Do you like sunrises or sunsets?,694133,696373,27.005533333333332,late
GSL_G.2_main_1,33020,control,What are your hobbies,90887,551759,27.0755,late
GSL_G.2_main_1,33021,control,Friends is really good,551759,90887,27.107466666666667,late
GSL_G.2_main_1,33022,control,I'm considering anthro too rn lol,504005,551759,27.11766666666667,late
GSL_G.2_main_1,33023,control,I love dance,551759,90887,27.15895,late
GSL_G.2_main_1,33024,control,yeah hopefully i get in!,594825,504005,27.1796,late
GSL_G.2_main_1,33025,control,sunsets,696373,694133,27.19465,late
GSL_G.2_main_1,33026,control,i'm taking an intro class next sem,504005,551759,27.2299,late
GSL_G.2_main_1,33027,control,I’m a dance minor actually,551759,90887,27.2556,late
GSL_G.2_main_1,33028,control,what class are you taking?,594825,504005,27.260516666666668,late
GSL_G.2_main_1,33029,control,are you?,504005,551759,27.264766666666667,late
GSL_G.2_main_1,33030,control,"Yesss, definitely!!",90887,594825,27.28595,late
GSL_G.2_main_1,33031,control,Why?,694133,696373,27.33165,late
GSL_G.2_main_1,33032,control,What are your hobbies?,551759,90887,27.362283333333334,late
GSL_G.2_main_1,33033,control,no way,594825,551759,27.4028,late
GSL_G.2_main_1,33034,control,"that's cool, have you been there more than once",90684,696373,27.413533333333334,late
GSL_G.2_main_1,33035,control,what was that in???,594825,551759,27.502383333333334,late
GSL_G.2_main_1,33036,control,I’m a dance minor so I’d hope so,551759,694133,27.566433333333332,late
GSL_G.2_main_1,33037,control,did you join any club this semester?,90887,594825,27.571883333333332,late
GSL_G.2_main_1,33038,control,Yes they’ll change your take on sweet tea,551759,90684,27.87605,late
GSL_G.2_main_1,33039,control,taylor swift: overrated or amazing?,90684,90887,27.881516666666666,late
GSL_G.2_main_1,33040,control,Haha that's so cool!,694133,551759,27.892266666666668,late
GSL_G.2_main_1,33041,control,They're beautiful and they feel like bow tying up the day,696373,694133,27.89925,late
GSL_G.2_main_1,33042,control,"im in the outdoors club, camp kesem, and im in a chamber orchestra group!",594825,90887,27.9132,late
GSL_G.2_main_1,33043,control,"rn I'm taking a couple psych classes, calc, and econ",504005,594825,27.9217,late
GSL_G.2_main_1,33044,control,yess my professor is Wood,90887,504005,27.93563333333333,late
GSL_G.2_main_1,33045,control,hbu?,504005,594825,28.051516666666668,late
GSL_G.2_main_1,33046,control,Would you consider yourself a good dancer!,551759,694133,28.100516666666667,late
GSL_G.2_main_1,33047,control,What kind of style is your favorite,694133,551759,28.12205,late
GSL_G.2_main_1,33048,control,?*,551759,694133,28.14741666666667,late
GSL_G.2_main_1,33049,control,I love ballet,551759,694133,28.258333333333333,late
GSL_G.2_main_1,33050,control,Yeah! Its like 17 surprisingly cause my school is pretty small,464297,594825,28.290033333333334,late
GSL_G.2_main_1,33051,control,Amazing!!!,90887,90684,28.301333333333332,late
GSL_G.2_main_1,33052,control,ohhh I've heard good things about her!,504005,90887,28.3452,late
GSL_G.2_main_1,33053,control,I’ve done it for 15 years now,551759,694133,28.35258333333333,late
GSL_G.2_main_1,33054,control,yay I agree!!!,90684,90887,28.430266666666668,late
GSL_G.2_main_1,33055,control,yeah; I used to live there for bit and then I went back to visit years ago,696373,90684,28.43325,late
GSL_G.2_main_1,33056,control,wowww,90887,594825,28.4976,late
GSL_G.2_main_1,33057,control,I can’t even remember,551759,594825,28.525216666666665,late
GSL_G.2_main_1,33058,control,favorite song of hers?,90684,90887,28.556383333333333,late
GSL_G.2_main_1,33059,control,Wow! That's really impressive,694133,551759,28.562083333333334,late
GSL_G.2_main_1,33060,control,haven't been there recently,696373,90684,28.596433333333334,late
GSL_G.2_main_1,33061,control,"ohh cool yeah I'm mainly doing the society of women engineers and the all girls stem society and then sports for fun with friends because I was really competitive in hs but I'm looking to join more in the spring, it was just so hectic trying to find stuff at the beginning lol",976819,90684,28.6563,late
GSL_G.2_main_1,33062,control,I also want to join a music-related club next semester,90887,594825,28.736816666666666,late
GSL_G.2_main_1,33063,control,I just remember it was felt spicy from the amount of salt,551759,594825,28.784916666666668,late
GSL_G.2_main_1,33064,control,"im in social psych, and this class called the dna revolution",594825,504005,28.788383333333332,late
GSL_G.2_main_1,33065,control,What makes ballet different for you?,694133,551759,28.791966666666667,late
GSL_G.2_main_1,33066,control,what about you?,696373,694133,28.8271,late
GSL_G.2_main_1,33067,control,well it was nice talking to uuuu,504005,90887,28.896583333333332,late
GSL_G.2_main_1,33068,control,thats actually despicable,594825,551759,28.98685,late
GSL_G.2_main_1,33069,control,i see isee,504005,594825,29.086066666666667,late
GSL_G.2_main_1,33070,control,omg that's so cool I went to Yorktown!,976819,464297,29.092966666666666,late
GSL_G.2_main_1,33071,control,It’s just so structured,551759,694133,29.11555,late
GSL_G.2_main_1,33072,control,social psych with mazurek?,504005,594825,29.166266666666665,late
GSL_G.2_main_1,33073,control,heyy,661074,694133,29.286833333333334,late
GSL_G.2_main_1,33074,control,oh cool what do you play?,594825,90887,29.300416666666667,late
GSL_G.2_main_1,33075,control,And I love full length ballets like the nutcracker,551759,694133,29.341116666666668,late
GSL_G.2_main_1,33076,control,im so sorry,594825,551759,29.373283333333333,late
GSL_G.2_main_1,33077,control,do I need to be highly skilled to join the club?,90887,594825,29.378766666666667,late
GSL_G.2_main_1,33078,control,That's a really nice way to think about it. I like sunrises because less people are around for them lol,694133,696373,29.384516666666666,late
GSL_G.2_main_1,33079,control,Piano!!,90887,594825,29.481333333333332,late
GSL_G.2_main_1,33080,control,yeah haha,594825,504005,29.510183333333334,late
GSL_G.2_main_1,33081,control,Thank you for your condolences,551759,594825,29.51265,late
GSL_G.2_main_1,33082,control,Oh cool!,464297,976819,29.531716666666668,late
GSL_G.2_main_1,33083,control,we probably live so close to each other because my house is right by the efc metro station lol,976819,464297,29.56148333333333,late
GSL_G.2_main_1,33084,control,me tooo,90887,504005,29.571383333333333,late
GSL_G.2_main_1,33085,control,are you in that too?,594825,504005,29.576083333333333,late
GSL_G.2_main_1,33086,control,haha,696373,694133,29.5913,late
GSL_G.2_main_1,33087,control,nice talking to u,504005,594825,29.62165,late
GSL_G.2_main_1,33088,control,Thank you!!,90887,504005,29.6645,late
GSL_G.2_main_1,33089,control,nope not in that,504005,594825,29.679633333333335,late
GSL_G.2_main_1,33090,control,I am in one now,551759,504005,29.70225,late
GSL_G.3_main_1,33782,control,"Hi, how are you?",234381,482924,0.0,early
GSL_G.3_main_1,33783,control,im good :),482924,234381,0.16046666666666667,early
GSL_G.3_main_1,33784,control,how about you,482924,234381,0.2549,early
GSL_G.3_main_1,33785,control,heyyy,482924,496751,0.4830833333333333,early
GSL_G.3_main_1,33786,control,hello,683727,277572,0.5103166666666666,early
GSL_G.3_main_1,33787,control,hiiii,683727,482924,0.6337833333333334,early
GSL_G.3_main_1,33788,control,yeah I'm good,234381,482924,0.6615333333333333,early
GSL_G.3_main_1,33789,control,how's it going?,683727,496751,0.74695,early
GSL_G.3_main_1,33790,control,what's up?,683727,989044,0.8646666666666667,early
GSL_G.3_main_1,33791,control,wassupp :)),482924,683727,0.8694666666666667,early
GSL_G.3_main_1,33792,control,"Hey, what's up?",234381,496751,0.8957166666666667,early
GSL_G.3_main_1,33793,control,Hello fox,902133,482924,0.9448166666666666,early
GSL_G.3_main_1,33794,control,Hows it goin,496751,234381,1.0089333333333332,early
GSL_G.3_main_1,33795,control,thats cool,482924,234381,1.0162833333333334,early
GSL_G.3_main_1,33796,control,hey,277572,683727,1.0186666666666666,early
GSL_G.3_main_1,33797,control,Whats up,496751,482924,1.1325833333333333,early
GSL_G.3_main_1,33798,control,hola zebra,482924,902133,1.1523,early
GSL_G.3_main_1,33799,control,Not bad how about you,496751,683727,1.2824166666666668,early
GSL_G.3_main_1,33800,control,hi!!! do you like pineapple on pizza?,683727,482924,1.4947333333333332,early
GSL_G.3_main_1,33801,control,how is it going,902133,482924,1.5387833333333334,early
GSL_G.3_main_1,33802,control,hey! how are you doing?,989044,683727,1.5616833333333333,early
GSL_G.3_main_1,33803,control,the ceiling,482924,496751,1.5704833333333332,early
GSL_G.3_main_1,33804,control,it's going wellll. It's kind of awkward just starting conversations haha,234381,496751,1.6080833333333333,early
GSL_G.3_main_1,33805,control,jk thats cringe- im good tho- how abt u?,482924,496751,1.7823833333333334,early
GSL_G.3_main_1,33806,control,i have a headache right ;-; but other than that im fine,683727,496751,1.8172833333333334,early
GSL_G.3_main_1,33807,control,What is your favorite ice cream flavor,234381,482924,1.84095,early
GSL_G.3_main_1,33808,control,its chill- hows ur day been so far,482924,902133,2.0563666666666665,early
GSL_G.3_main_1,33809,control,i have a headache but other than that im pretty good!! what about you?,683727,989044,2.16875,early
GSL_G.3_main_1,33810,control,yeahhhh no.,482924,683727,2.17635,early
GSL_G.3_main_1,33811,control,What's up?,234381,683727,2.1961,early
GSL_G.3_main_1,33812,control,pretty good pretty good,902133,482924,2.2312166666666666,early
GSL_G.3_main_1,33813,control,LMAOO how abt u??,482924,683727,2.2628333333333335,early
GSL_G.3_main_1,33814,control,hey! how are you?,989044,902133,2.336883333333333,early
GSL_G.3_main_1,33815,control,LMAO wow,683727,482924,2.392533333333333,early
GSL_G.3_main_1,33816,control,i did the marriage pact thing which came out this morning,902133,482924,2.49975,early
GSL_G.3_main_1,33817,control,AYO SAMEEE,482924,902133,2.606333333333333,early
GSL_G.3_main_1,33818,control,what's up dog,902133,234448,2.6764666666666668,early
GSL_G.3_main_1,33819,control,i grew up with it so i do enjoy it. not much of a pizza fan nowadays though,683727,482924,2.7212,early
GSL_G.3_main_1,33820,control,i found out from my friend who texted me,482924,902133,2.7783333333333333,early
GSL_G.3_main_1,33821,control,i'm pretty good hbu,902133,989044,2.8009,early
GSL_G.3_main_1,33822,control,sooooo,683727,277572,2.9273666666666665,early
GSL_G.3_main_1,33823,control,Sorry to hear that,496751,683727,2.9378166666666665,early
GSL_G.3_main_1,33824,control,whats up zebra,234448,902133,2.9602333333333335,early
GSL_G.3_main_1,33825,control,"ah that sucks, i'm doing well though",989044,683727,2.9661333333333335,early
GSL_G.3_main_1,33826,control,hows it going?,683727,277572,2.976766666666667,early
GSL_G.3_main_1,33827,control,do u fw fortnite,234448,902133,3.0700666666666665,early
GSL_G.3_main_1,33828,control,nah same-,482924,683727,3.1137166666666665,early
GSL_G.3_main_1,33829,control,excited for the break,989044,683727,3.1563166666666667,early
GSL_G.3_main_1,33830,control,hello,277572,482924,3.1814833333333334,early
GSL_G.3_main_1,33831,control,how do you feel about your match lmao,902133,482924,3.18625,early
GSL_G.3_main_1,33832,control,Yeah not sure what they expect us to talk about,496751,234381,3.19545,early
GSL_G.3_main_1,33833,control,u know it,902133,234448,3.2882833333333332,early
GSL_G.3_main_1,33834,control,im boring so i like just cheese pizza,482924,683727,3.3254333333333332,early
GSL_G.3_main_1,33835,control,Not bad,496751,482924,3.34295,early
GSL_G.3_main_1,33836,control,"doing well, excited for the break for real",989044,902133,3.442283333333333,early
GSL_G.3_main_1,33837,control,Uh thoughts on pineapple on pizza?,234381,496751,3.4751333333333334,early
GSL_G.3_main_1,33838,control,lol good,277572,683727,3.5356,early
GSL_G.3_main_1,33839,control,thats good mate,482924,496751,3.5818833333333333,early
GSL_G.3_main_1,33840,control,no worries! ill just push through and eat some lunch later. whats your favorite meal?,683727,496751,3.62795,early
GSL_G.3_main_1,33841,control,lowkey played it less than a week ago with my brother,902133,234448,3.6354166666666665,early
GSL_G.3_main_1,33842,control,wbu?,277572,683727,3.637366666666667,early
GSL_G.3_main_1,33843,control,hmmm take a guess,482924,234381,3.7655333333333334,early
GSL_G.3_main_1,33844,control,hello bear,902133,277572,3.8274666666666666,early
GSL_G.3_main_1,33845,control,lets go i knew the zebra would be chill,234448,902133,3.8381166666666666,early
GSL_G.3_main_1,33846,control,hello elephant,482924,728827,3.9093,early
GSL_G.3_main_1,33847,control,fundamentally chill animal,234448,902133,3.9122666666666666,early
GSL_G.3_main_1,33848,control,ayy thats not boring. it means youre classy,683727,482924,3.9206,early
GSL_G.3_main_1,33849,control,hmmmmm,234381,482924,3.93255,early
GSL_G.3_main_1,33850,control,let me think,234381,482924,3.9600666666666666,early
GSL_G.3_main_1,33851,control,hihii,482924,277572,4.0190166666666665,early
GSL_G.3_main_1,33852,control,cookie dough?,234381,482924,4.149533333333333,early
GSL_G.3_main_1,33853,control,Hi!,728827,482924,4.1696,early
GSL_G.3_main_1,33854,control,legit chillest animal,902133,234448,4.218266666666667,early
GSL_G.3_main_1,33855,control,yes me too!! glad youre doing well,683727,989044,4.276633333333334,early
GSL_G.3_main_1,33856,control,hm not bad- he seems chill,482924,902133,4.305633333333334,early
GSL_G.3_main_1,33857,control,what abt urs?,482924,902133,4.3532166666666665,early
GSL_G.3_main_1,33858,control,no other animal has such a crazy pattern,902133,234448,4.378783333333334,early
GSL_G.3_main_1,33859,control,Nasty,496751,234381,4.409466666666667,early
GSL_G.3_main_1,33860,control,whats up raccoon have u tried the new fortnite update,234448,275657,4.464216666666666,early
GSL_G.3_main_1,33861,control,WHAT?,234381,496751,4.515983333333334,early
GSL_G.3_main_1,33862,control,blasphemy,234381,496751,4.59765,early
GSL_G.3_main_1,33863,control,same fr,902133,989044,4.620966666666667,early
GSL_G.3_main_1,33864,control,"got any fun plans? im gonna see my family and then later my ""boyfriend"" (its a long story lmao)",683727,989044,4.6844166666666665,early
GSL_G.3_main_1,33865,control,thats trueee-,482924,683727,4.691033333333333,early
GSL_G.3_main_1,33866,control,Depends on the time of day,496751,683727,4.708866666666666,early
GSL_G.3_main_1,33867,control,i wanna see my friends from home,902133,989044,4.71545,early
GSL_G.3_main_1,33868,control,whats ur fav food?,482924,683727,4.769833333333334,early
GSL_G.3_main_1,33869,control,Not a fan,496751,234381,4.858033333333333,early
GSL_G.3_main_1,33870,control,hows ur day going king/queen?,482924,728827,4.926583333333333,early
GSL_G.3_main_1,33871,control,i was hoping for a cat but i really cant complain w the dog,234448,902133,4.92665,early
GSL_G.3_main_1,33872,control,hola badger/raccoon,902133,275657,4.934233333333333,early
GSL_G.3_main_1,33873,control,hi zebra,277572,902133,4.9671666666666665,early
GSL_G.3_main_1,33874,control,wassup homie,482924,989044,5.0614,early
GSL_G.3_main_1,33875,control,Two things that do not belong together,496751,234381,5.09625,early
GSL_G.3_main_1,33876,control,lol i feel that,989044,683727,5.1795333333333335,early
GSL_G.3_main_1,33877,control,how is it going,902133,277572,5.182816666666667,early
GSL_G.3_main_1,33878,control,its been pretty chill lol,728827,482924,5.18805,early
GSL_G.3_main_1,33879,control,it's sweet and savory!,234381,496751,5.2514666666666665,early
GSL_G.3_main_1,33880,control,how has your day been so far,902133,277572,5.261316666666667,early
GSL_G.3_main_1,33881,control,how about urs?,728827,482924,5.27245,early
GSL_G.3_main_1,33882,control,i loveee pasta. anything noodle-y. my big thing right now is the instant yakisoba thing from croads,683727,482924,5.27595,early
GSL_G.3_main_1,33883,control,like bacon and syrup,234381,496751,5.2988,early
GSL_G.3_main_1,33884,control,oooo that is a good one,482924,234381,5.30005,early
GSL_G.3_main_1,33885,control,but nahhh,482924,234381,5.353116666666667,early
GSL_G.3_main_1,33886,control,hello elephant,902133,728827,5.389716666666667,early
GSL_G.3_main_1,33887,control,hmmmmmm,234381,482924,5.434983333333333,early
GSL_G.3_main_1,33888,control,Also not a great combo,496751,234381,5.4688,early
GSL_G.3_main_1,33889,control,mint choc chip,234381,482924,5.48015,early
GSL_G.3_main_1,33890,control,i wish i were seeing my girlfriend but i'm going to spend the break with family really,989044,683727,5.502316666666666,early
GSL_G.3_main_1,33891,control,hi zebra,728827,902133,5.565816666666667,early
GSL_G.3_main_1,33892,control,Two things that are good on their own,496751,234381,5.612216666666667,early
GSL_G.3_main_1,33893,control,same here- basically done w classes for the day so,482924,728827,5.6273,early
GSL_G.3_main_1,33894,control,nah he's a pretty sick guy actually,902133,234448,5.658316666666667,early
GSL_G.3_main_1,33895,control,his ears are awesome,902133,234448,5.7409,early
GSL_G.3_main_1,33896,control,i get that T^T,683727,989044,5.828083333333334,early
GSL_G.3_main_1,33897,control,omg that sounds so nice,728827,482924,5.82955,early
GSL_G.3_main_1,33898,control,"but like, you have a plate of pancakes, and some syrup happens to land on your bacon",234381,496751,5.893066666666667,early
GSL_G.3_main_1,33899,control,not a super mint fan,482924,234381,5.92745,early
GSL_G.3_main_1,33900,control,"and its just, heavenly",234381,496751,5.9706166666666665,early
GSL_G.3_main_1,33901,control,i sadly have one more left :(,728827,482924,5.9927,early
GSL_G.3_main_1,33902,control,my mom was pretty upset when i said i would only stay for like two or three days,683727,989044,6.040633333333333,early
GSL_G.3_main_1,33903,control,she seems cool,902133,482924,6.080783333333334,early
GSL_G.3_main_1,33904,control,ikrrr-,482924,728827,6.08105,early
GSL_G.3_main_1,33905,control,"is your ""boyfriend"" from back home?",989044,683727,6.168166666666667,early
GSL_G.3_main_1,33906,control,how has ur day been so far?,728827,902133,6.1984,early
GSL_G.3_main_1,33907,control,awww dang- what class is it??,482924,728827,6.2272,early
GSL_G.3_main_1,33908,control,it's scary that she might be so similar to me though,902133,482924,6.2426,early
GSL_G.3_main_1,33909,control,exactly,989044,902133,6.32485,early
GSL_G.3_main_1,33910,control,it's going well! haven't done that much today though,277572,902133,6.348166666666667,early
GSL_G.3_main_1,33911,control,maybe cookies and cream?,234381,482924,6.430583333333334,early
GSL_G.3_main_1,33912,control,and just spend time with family really it'll be good,989044,902133,6.4355166666666666,early
GSL_G.3_main_1,33913,control,wbu?,277572,902133,6.44345,early
GSL_G.3_main_1,33914,control,yes but he moved so itll be a train ride away to see him,683727,989044,6.452983333333333,early
GSL_G.3_main_1,33915,control,moderately good,902133,728827,6.4723,early
GSL_G.3_main_1,33916,control,mine was like a 79% match,482924,902133,6.480416666666667,early
GSL_G.3_main_1,33917,control,its this engagements class,728827,482924,6.50745,early
GSL_G.3_main_1,33918,control,soooo,482924,902133,6.513583333333333,early
GSL_G.3_main_1,33919,control,lowkey only got up two hours ago,902133,728827,6.5747,early
GSL_G.3_main_1,33920,control,very chill tho,728827,482924,6.57485,early
GSL_G.3_main_1,33921,control,"If you could have any superpower, what would it be?",234381,989044,6.653083333333333,early
GSL_G.3_main_1,33922,control,all my classes are backloaded in the day,902133,728827,6.6817,early
GSL_G.3_main_1,33923,control,Hey dog,275657,234448,6.76555,early
GSL_G.3_main_1,33924,control,slayyyy another pasta lover,482924,683727,6.774933333333333,early
GSL_G.3_main_1,33925,control,how's your day been going?,277572,482924,6.788566666666667,early
GSL_G.3_main_1,33926,control,same tbh,902133,277572,6.793433333333334,early
GSL_G.3_main_1,33927,control,ahhh gotcha,728827,902133,6.849566666666667,early
GSL_G.3_main_1,33928,control,plus now he goes to college in a different state so timing meetups is hard. especially considering were not even official :((,683727,989044,6.886633333333333,early
GSL_G.3_main_1,33929,control,i havent what is different about it,275657,234448,6.91275,early
GSL_G.3_main_1,33930,control,haven't had any classes yet andlowkey just woke up,902133,277572,6.9546833333333336,early
GSL_G.3_main_1,33931,control,ah i see,989044,683727,6.996616666666666,early
GSL_G.3_main_1,33932,control,they have yakisoba at croads??? since when??,482924,683727,6.996783333333333,early
GSL_G.3_main_1,33933,control,definitely feel that,989044,683727,7.079116666666667,early
GSL_G.3_main_1,33934,control,hi zebra,275657,902133,7.1551833333333335,early
GSL_G.3_main_1,33935,control,hello donkey (?),902133,683727,7.226216666666667,early
GSL_G.3_main_1,33936,control,my girlfriend lives in europe so its rough lol,989044,683727,7.229116666666667,early
GSL_G.3_main_1,33937,control,no no dont get your hopes up T^T,683727,482924,7.277116666666666,early
