Id,Channel Identifier,Abs. Time,Sender,Message,ID,Avatar,
36942,GSL_G.3_main_1,1700253968306,P.34,It's honestly so annoying,"""P.25_P.34""",925154,elephant.png
36943,GSL_G.3_main_1,1700253969665,P.27,"haha so jealous, get urself a nice treat :)","""P.27_P.29""",13560,rabbit.png
36944,GSL_G.3_main_1,1700253970529,P.35,well imma make it more stressfull WHATS YOUR FAVORITE MOVIE AND WHY,"""P.24_P.35""",382504,bear.png
36945,GSL_G.3_main_1,1700253972463,P.24,im not weird like that lmao,"""P.24_P.27""",963934,panda.png
36946,GSL_G.3_main_1,1700253972772,P.29,wait omg,"""P.28_P.29""",176865,fox.png
36947,GSL_G.3_main_1,1700253974114,P.31,i wasnt aware there was a new one,"""P.24_P.31""",259141,monkey.png
36948,GSL_G.3_main_1,1700253979635,P.33,omg,"""P.27_P.33""",272262,fox2.png
36949,GSL_G.3_main_1,1700253982201,P.32,Yeah,"""P.24_P.32""",869923,donkey.png
36950,GSL_G.3_main_1,1700253987489,P.34,So are you a second year then?,"""P.25_P.34""",925154,elephant.png
36951,GSL_G.3_main_1,1700253989107,P.33,thats a big change hhh,"""P.27_P.33""",272262,fox2.png
36952,GSL_G.3_main_1,1700253989347,P.29,idgaf is literally next in queue rn,"""P.28_P.29""",176865,fox.png
36953,GSL_G.3_main_1,1700253989907,P.32,Are you planning on going to med school?,"""P.24_P.32""",869923,donkey.png
36954,GSL_G.3_main_1,1700253991327,P.27,AHH- where did u end up seeing him?,"""P.25_P.27""",13560,rabbit.png
36955,GSL_G.3_main_1,1700253992036,P.28,thats still nice tho,"""P.28_P.33""",119108,zebra.png
36956,GSL_G.3_main_1,1700253992249,P.29,thats crazy,"""P.28_P.29""",176865,fox.png
36957,GSL_G.3_main_1,1700253995793,P.24,INGLOURIOUS BASTERDS BC THE CINEMATOGRAPHY IS GORGEOUS AND I LVOE THE STORY,"""P.24_P.35""",963934,panda.png
36958,GSL_G.3_main_1,1700253995944,P.35,it was orgochem it was rough how are your classes going,"""P.25_P.35""",382504,bear.png
36959,GSL_G.3_main_1,1700253998266,P.24,WHAT ABOUT YOU,"""P.24_P.35""",963934,panda.png
36960,GSL_G.3_main_1,1700253999111,P.28,my schedule is so weird next semester,"""P.28_P.33""",119108,zebra.png
36961,GSL_G.3_main_1,1700253999277,P.29,:)),"""P.27_P.29""",176865,fox.png
36962,GSL_G.3_main_1,1700254001132,P.32,That's brutal,"""P.25_P.32""",869923,donkey.png
36963,GSL_G.3_main_1,1700254002879,P.27,thank gods,"""P.24_P.27""",13560,rabbit.png
36964,GSL_G.3_main_1,1700254003743,P.34,Gilmore girls :),"""P.27_P.34""",925154,elephant.png
36965,GSL_G.3_main_1,1700254005969,P.24,i am a 4th year!,"""P.24_P.34""",963934,panda.png
36966,GSL_G.3_main_1,1700254006170,P.28,i dont have any tuesday or thursday classes,"""P.28_P.33""",119108,zebra.png
36967,GSL_G.3_main_1,1700254006654,P.32,I had all my midterms this week,"""P.25_P.32""",869923,donkey.png
36968,GSL_G.3_main_1,1700254006994,P.25,baltimore!,"""P.25_P.27""",921274,Pig.png
36969,GSL_G.3_main_1,1700254008596,P.29,what type of music do you listen to ?,"""P.27_P.29""",176865,fox.png
36970,GSL_G.3_main_1,1700254010389,P.27,anyone who makes alfredo for themselves is lowkey sus,"""P.24_P.27""",13560,rabbit.png
36971,GSL_G.3_main_1,1700254012233,P.24,a seasoned veteran,"""P.24_P.34""",963934,panda.png
36972,GSL_G.3_main_1,1700254013266,P.25,yep,"""P.25_P.34""",921274,Pig.png
36973,GSL_G.3_main_1,1700254015084,P.29,YEYESYESYEYS,"""P.29_P.35""",176865,fox.png
36974,GSL_G.3_main_1,1700254018247,P.28,haha,"""P.28_P.29""",119108,zebra.png
36975,GSL_G.3_main_1,1700254018266,P.24,i am!!,"""P.24_P.32""",963934,panda.png
36976,GSL_G.3_main_1,1700254019293,P.25,are you first?,"""P.25_P.34""",921274,Pig.png
36977,GSL_G.3_main_1,1700254019583,P.35,*chefs kiss,"""P.24_P.35""",382504,bear.png
36978,GSL_G.3_main_1,1700254019937,P.34,Have you seen it?,"""P.27_P.34""",925154,elephant.png
36979,GSL_G.3_main_1,1700254025623,P.32,So I get somewhat of a break until finals,"""P.25_P.32""",869923,donkey.png
36980,GSL_G.3_main_1,1700254028884,P.29,Absolutely love it,"""P.29_P.35""",176865,fox.png
36981,GSL_G.3_main_1,1700254029026,P.24,but will likely take gap years fiest,"""P.24_P.32""",963934,panda.png
36982,GSL_G.3_main_1,1700254029735,P.35,tarintino is gass,"""P.24_P.35""",382504,bear.png
36983,GSL_G.3_main_1,1700254031043,P.24,first,"""P.24_P.32""",963934,panda.png
36984,GSL_G.3_main_1,1700254032196,P.25,thats rough,"""P.25_P.35""",921274,Pig.png
36985,GSL_G.3_main_1,1700254033098,P.28,i havent gotten around to the new album yet,"""P.28_P.29""",119108,zebra.png
36986,GSL_G.3_main_1,1700254033668,P.34,ooo nice!,"""P.28_P.34""",925154,elephant.png
36987,GSL_G.3_main_1,1700254034874,P.25,im also in orgo,"""P.25_P.35""",921274,Pig.png
36988,GSL_G.3_main_1,1700254036346,P.25,it sucls,"""P.25_P.35""",921274,Pig.png
36989,GSL_G.3_main_1,1700254040835,P.33,oh,"""P.28_P.33""",272262,fox2.png
36990,GSL_G.3_main_1,1700254044104,P.34,I have to wait till Tuesday to go home :(,"""P.28_P.34""",925154,elephant.png
36991,GSL_G.3_main_1,1700254044602,P.32,Hopefully you can still find time to relax over break despite the midterms,"""P.25_P.32""",869923,donkey.png
36992,GSL_G.3_main_1,1700254046466,P.29,it def a must listen,"""P.28_P.29""",176865,fox.png
36993,GSL_G.3_main_1,1700254049617,P.32,What's up,"""P.28_P.32""",869923,donkey.png
36994,GSL_G.3_main_1,1700254051939,P.28,too busy working on papers,"""P.28_P.29""",119108,zebra.png
36995,GSL_G.3_main_1,1700254053874,P.33,thats weird,"""P.28_P.33""",272262,fox2.png
36996,GSL_G.3_main_1,1700254055309,P.29,some songs are a skip but most not,"""P.28_P.29""",176865,fox.png
36997,GSL_G.3_main_1,1700254057355,P.25,oh thats so nice,"""P.25_P.32""",921274,Pig.png
36998,GSL_G.3_main_1,1700254057846,P.33,but good hhhh,"""P.28_P.33""",272262,fox2.png
36999,GSL_G.3_main_1,1700254061361,P.27,"it definitely varies, but as of late its been 80s. literally a week ago tho it was like flipturn, dominic fike, and like bob dylan","""P.27_P.29""",13560,rabbit.png
37000,GSL_G.3_main_1,1700254062102,P.29,oh gotchu gotchu,"""P.28_P.29""",176865,fox.png
37001,GSL_G.3_main_1,1700254064874,P.24,"it is a world war II type movie by quentin taratino, where the end of world war II is different than it was in real life","""P.24_P.25""",963934,panda.png
37002,GSL_G.3_main_1,1700254067253,P.27,whats urs?,"""P.27_P.29""",13560,rabbit.png
37003,GSL_G.3_main_1,1700254069451,P.32,Are you out-of-state?,"""P.32_P.33""",869923,donkey.png
37004,GSL_G.3_main_1,1700254071783,P.24,i so agree,"""P.24_P.27""",963934,panda.png
37005,GSL_G.3_main_1,1700254072217,P.28,ill have to spend some time on break listening to it then,"""P.28_P.29""",119108,zebra.png
37006,GSL_G.3_main_1,1700254072722,P.25,hopefully! I think it'll still be relaxing cause I wont have class,"""P.25_P.32""",921274,Pig.png
37007,GSL_G.3_main_1,1700254073822,P.34,Me too!! except I have an exam the monday we get back :(,"""P.29_P.34""",925154,elephant.png
37008,GSL_G.3_main_1,1700254077499,P.27,damn thats so cool,"""P.25_P.27""",13560,rabbit.png
37009,GSL_G.3_main_1,1700254077595,P.24,lacrosse!,"""P.24_P.28""",963934,panda.png
37010,GSL_G.3_main_1,1700254083716,P.28,hey how's ur day going,"""P.28_P.32""",119108,zebra.png
37011,GSL_G.3_main_1,1700254086226,P.29,omg yes my music taste like shifts around so much,"""P.27_P.29""",176865,fox.png
37012,GSL_G.3_main_1,1700254086556,P.35,thats what the sign was saying when i was heading up north on 64 they sent out a air quality alert out,"""P.28_P.35""",382504,bear.png
37013,GSL_G.3_main_1,1700254086703,P.27,my roommate saw him in california,"""P.25_P.27""",13560,rabbit.png
37014,GSL_G.3_main_1,1700254090024,P.33,so u can have four day holiday each week,"""P.28_P.33""",272262,fox2.png
37015,GSL_G.3_main_1,1700254090048,P.32,Yeah fr I haven't left since August,"""P.32_P.35""",869923,donkey.png
37016,GSL_G.3_main_1,1700254092482,P.34,Yess me too!,"""P.32_P.34""",925154,elephant.png
37017,GSL_G.3_main_1,1700254094054,P.27,were u able to get close at all?,"""P.25_P.27""",13560,rabbit.png
37018,GSL_G.3_main_1,1700254094400,P.33,tho seperate,"""P.28_P.33""",272262,fox2.png
37019,GSL_G.3_main_1,1700254097657,P.32,Glad to get out of cville for a bit,"""P.32_P.35""",869923,donkey.png
37020,GSL_G.3_main_1,1700254099696,P.24,it came out in 2020 and the movie acrtually comes out today! crazytown,"""P.24_P.31""",963934,panda.png
37021,GSL_G.3_main_1,1700254100459,P.34,Very ready for break next week,"""P.32_P.34""",925154,elephant.png
37022,GSL_G.3_main_1,1700254101375,P.25,oh thats awesome,"""P.25_P.27""",921274,Pig.png
37023,GSL_G.3_main_1,1700254102090,P.28,yeah its gonna be strange,"""P.28_P.33""",119108,zebra.png
37024,GSL_G.3_main_1,1700254105829,P.25,I was sorta in the middle,"""P.25_P.27""",921274,Pig.png
37025,GSL_G.3_main_1,1700254106128,P.33,yes,"""P.32_P.33""",272262,fox2.png
37026,GSL_G.3_main_1,1700254110306,P.29,about two weeks ago i was all like beegees frank sinatra yk unbreak my heart type beat,"""P.27_P.29""",176865,fox.png
37027,GSL_G.3_main_1,1700254110542,P.34,Are you going home for break?,"""P.32_P.34""",925154,elephant.png
37028,GSL_G.3_main_1,1700254113153,P.24,it is a prequel to the original series,"""P.24_P.31""",963934,panda.png
37029,GSL_G.3_main_1,1700254114755,P.25,sounds cool,"""P.24_P.25""",921274,Pig.png
37030,GSL_G.3_main_1,1700254117390,P.28,im not sure what im going to do on those days,"""P.28_P.33""",119108,zebra.png
37031,GSL_G.3_main_1,1700254118568,P.33,i'm from China,"""P.32_P.33""",272262,fox2.png
37032,GSL_G.3_main_1,1700254119550,P.34,Hello,"""P.33_P.34""",925154,elephant.png
37033,GSL_G.3_main_1,1700254121063,P.32,"Yes, I am going home on Tuesday","""P.32_P.34""",869923,donkey.png
37034,GSL_G.3_main_1,1700254122217,P.24,I AGREE,"""P.24_P.35""",963934,panda.png
37035,GSL_G.3_main_1,1700254123785,P.34,Hello,"""P.34_P.35""",925154,elephant.png
37036,GSL_G.3_main_1,1700254123855,P.35,I know i did not expect to learn all those solvents and everything to come together,"""P.25_P.35""",382504,bear.png
37037,GSL_G.3_main_1,1700254124154,P.29,but right now i am in my clairo beabadoobee drake phase,"""P.27_P.29""",176865,fox.png
37038,GSL_G.3_main_1,1700254124716,P.27,omg yes thats such a good winter/fall show,"""P.27_P.34""",13560,rabbit.png
37039,GSL_G.3_main_1,1700254126861,P.28,prob get work done hopefully,"""P.28_P.33""",119108,zebra.png
37040,GSL_G.3_main_1,1700254129274,P.33,Hihi,"""P.33_P.34""",272262,fox2.png
37041,GSL_G.3_main_1,1700254131209,P.31,oh cool; i read those way back in like..... jesus like 2015,"""P.24_P.31""",259141,monkey.png
37042,GSL_G.3_main_1,1700254133936,P.31,thats weird to think about,"""P.24_P.31""",259141,monkey.png
37043,GSL_G.3_main_1,1700254135024,P.32,"very excited for break, past few weeks have been so stressful","""P.32_P.34""",869923,donkey.png
37044,GSL_G.3_main_1,1700254136224,P.29,omg and Britney spears,"""P.27_P.29""",176865,fox.png
37045,GSL_G.3_main_1,1700254136718,P.33,how r u today,"""P.33_P.34""",272262,fox2.png
37046,GSL_G.3_main_1,1700254137684,P.24,it is!,"""P.24_P.25""",963934,panda.png
37047,GSL_G.3_main_1,1700254139744,P.27,i havenet gotten through the whole thing yet bc rory lowkey got annoying a few seasons in but its so comforting,"""P.27_P.34""",13560,rabbit.png
37048,GSL_G.3_main_1,1700254145703,P.27,how far in r u,"""P.27_P.34""",13560,rabbit.png
37049,GSL_G.3_main_1,1700254151384,P.24,same it is so weird,"""P.24_P.31""",963934,panda.png
37050,GSL_G.3_main_1,1700254154916,P.32,Oh wow that's really cool,"""P.32_P.33""",869923,donkey.png
37051,GSL_G.3_main_1,1700254160483,P.28,wait thats so awesome,"""P.24_P.28""",119108,zebra.png
37052,GSL_G.3_main_1,1700254162459,P.27,"yeahhhhh, but hey minoring in it so the classes werent a complete waste","""P.27_P.33""",13560,rabbit.png
37053,GSL_G.3_main_1,1700254163903,P.24,but honestly reading the new one takes me right back,"""P.24_P.31""",963934,panda.png
37054,GSL_G.3_main_1,1700254164421,P.32,How are you liking the United States?,"""P.32_P.33""",869923,donkey.png
37055,GSL_G.3_main_1,1700254171164,P.31,thats nice,"""P.24_P.31""",259141,monkey.png
37056,GSL_G.3_main_1,1700254172028,P.24,thank you!!,"""P.24_P.28""",963934,panda.png
37057,GSL_G.3_main_1,1700254172713,P.35,i dont like romcoms a lot but it was very good whats your second favorite,"""P.29_P.35""",382504,bear.png
37058,GSL_G.3_main_1,1700254173110,P.28,do u play for the varsity team?,"""P.24_P.28""",119108,zebra.png
37059,GSL_G.3_main_1,1700254173397,P.32,I'm from Texas,"""P.32_P.33""",869923,donkey.png
37060,GSL_G.3_main_1,1700254174937,P.27,whats ur area of interest lol,"""P.27_P.33""",13560,rabbit.png
37061,GSL_G.3_main_1,1700254176668,P.24,i do!,"""P.24_P.28""",963934,panda.png
37062,GSL_G.3_main_1,1700254177089,P.33,oh yes,"""P.28_P.33""",272262,fox2.png
37063,GSL_G.3_main_1,1700254178847,P.29,yea! I got like two tests as soon as I come home from break so really its more like 2 days of break lollll,"""P.28_P.29""",176865,fox.png
37064,GSL_G.3_main_1,1700254184154,P.31,i dont feel like i should be old enough for things to have happened a decade ago,"""P.24_P.31""",259141,monkey.png
37065,GSL_G.3_main_1,1700254186242,P.31,thats messed up,"""P.24_P.31""",259141,monkey.png
37066,GSL_G.3_main_1,1700254186346,P.25,my exam is after break,"""P.25_P.35""",921274,Pig.png
37067,GSL_G.3_main_1,1700254186440,P.28,damn,"""P.24_P.28""",119108,zebra.png
37068,GSL_G.3_main_1,1700254187714,P.27,oo okay,"""P.25_P.27""",13560,rabbit.png
37069,GSL_G.3_main_1,1700254189768,P.28,athletic af,"""P.24_P.28""",119108,zebra.png
37070,GSL_G.3_main_1,1700254189781,P.32,Oh wow that's cool,"""P.24_P.32""",869923,donkey.png
37071,GSL_G.3_main_1,1700254192072,P.33,u prob dont have time to do the work on other days,"""P.28_P.33""",272262,fox2.png
37072,GSL_G.3_main_1,1700254192304,P.24,i so agree,"""P.24_P.31""",963934,panda.png
37073,GSL_G.3_main_1,1700254194326,P.25,i have a whole lot to do before that,"""P.25_P.35""",921274,Pig.png
37074,GSL_G.3_main_1,1700254197246,P.29,i love christmas so much,"""P.24_P.29""",176865,fox.png
37075,GSL_G.3_main_1,1700254198754,P.24,i still feel like a freshman in high school,"""P.24_P.31""",963934,panda.png
37076,GSL_G.3_main_1,1700254198997,P.34,Ikr! This is actually my second time watching it but I think I'm on the third season right now,"""P.27_P.34""",925154,elephant.png
37077,GSL_G.3_main_1,1700254200310,P.33,cuz too many classes right?,"""P.28_P.33""",272262,fox2.png
37078,GSL_G.3_main_1,1700254200934,P.27,i feel like the big type of concerts he puts on r kinda overwhelming but def a good time,"""P.25_P.27""",13560,rabbit.png
37079,GSL_G.3_main_1,1700254202920,P.32,A lot of my friends are pre-med,"""P.24_P.32""",869923,donkey.png
37080,GSL_G.3_main_1,1700254203327,P.28,that s harsh,"""P.28_P.29""",119108,zebra.png
37081,GSL_G.3_main_1,1700254206432,P.24,thank you!,"""P.24_P.32""",963934,panda.png
37082,GSL_G.3_main_1,1700254208456,P.34,and yes I agree loll,"""P.27_P.34""",925154,elephant.png
37083,GSL_G.3_main_1,1700254209217,P.29,like the whole winter core,"""P.24_P.29""",176865,fox.png
37084,GSL_G.3_main_1,1700254217509,P.24,oh really? that's neat! it is a struggl,"""P.24_P.32""",963934,panda.png
37085,GSL_G.3_main_1,1700254218432,P.28,what professors r scheduling test righ tafter break?,"""P.28_P.29""",119108,zebra.png
37086,GSL_G.3_main_1,1700254218659,P.29,music and christmas lights vibe yk?,"""P.24_P.29""",176865,fox.png
37087,GSL_G.3_main_1,1700254224202,P.35,cville is beautiful but not for that long thomas jefferson should have made a second house somewhere else,"""P.32_P.35""",382504,bear.png
37088,GSL_G.3_main_1,1700254226106,P.31,yeah i def get that,"""P.24_P.31""",259141,monkey.png
37089,GSL_G.3_main_1,1700254230155,P.27,woah thats some whiplash but i support haha,"""P.27_P.29""",13560,rabbit.png
37090,GSL_G.3_main_1,1700254232045,P.34,yes,"""P.25_P.34""",925154,elephant.png
37091,GSL_G.3_main_1,1700254232185,P.24,absolutely,"""P.24_P.29""",963934,panda.png
37092,GSL_G.3_main_1,1700254235780,P.24,i feel the same!!,"""P.24_P.29""",963934,panda.png
37093,GSL_G.3_main_1,1700254237324,P.27,new clairo album is so good,"""P.27_P.29""",13560,rabbit.png
37094,GSL_G.3_main_1,1700254240214,P.32,Yea for sure,"""P.25_P.32""",869923,donkey.png
37095,GSL_G.3_main_1,1700254240991,P.33,I prob will major in psyc and stat,"""P.27_P.33""",272262,fox2.png
37096,GSL_G.3_main_1,1700254241624,P.31,im at a point where i havent accepted that i was the previous age i turned by my birthday,"""P.24_P.31""",259141,monkey.png
37097,GSL_G.3_main_1,1700254243983,P.29,dont think i can release too much info but chem and cog,"""P.28_P.29""",176865,fox.png
37098,GSL_G.3_main_1,1700254245633,P.34,Wow!!,"""P.24_P.34""",925154,elephant.png
37099,GSL_G.3_main_1,1700254245939,P.29,:?,"""P.28_P.29""",176865,fox.png
37100,GSL_G.3_main_1,1700254246794,P.24,crazy to have to be adulting,"""P.24_P.31""",963934,panda.png
37101,GSL_G.3_main_1,1700254247573,P.29,:/,"""P.28_P.29""",176865,fox.png
37102,GSL_G.3_main_1,1700254250219,P.29,yeaaa,"""P.28_P.29""",176865,fox.png
37103,GSL_G.3_main_1,1700254250556,P.24,omg me too,"""P.24_P.31""",963934,panda.png
37104,GSL_G.3_main_1,1700254250751,P.33,but i'm in first year so,"""P.27_P.33""",272262,fox2.png
37105,GSL_G.3_main_1,1700254251967,P.28,yeah its pretty busy monday and wednesday,"""P.28_P.33""",119108,zebra.png
37106,GSL_G.3_main_1,1700254253761,P.27,that to britney is actually really funny to me,"""P.27_P.29""",13560,rabbit.png
37107,GSL_G.3_main_1,1700254253764,P.32,"And can catch up on sleep, etc","""P.25_P.32""",869923,donkey.png
37108,GSL_G.3_main_1,1700254257806,P.35,*This user has been found guilty of violating chat laws,"""P.34_P.35""",382504,bear.png
37109,GSL_G.3_main_1,1700254262528,P.33,maybe things would change,"""P.27_P.33""",272262,fox2.png
37110,GSL_G.3_main_1,1700254263807,P.34,How do you like UVA? are you going to miss it or are you ready to leave,"""P.24_P.34""",925154,elephant.png
37111,GSL_G.3_main_1,1700254269740,P.35,oh hey,"""P.34_P.35""",382504,bear.png
37112,GSL_G.3_main_1,1700254270171,P.32,Ha yeah I've heard all about it,"""P.24_P.32""",869923,donkey.png
37113,GSL_G.3_main_1,1700254273116,P.24,yes! i actually just applied for graduation earlier today!,"""P.24_P.34""",963934,panda.png
37114,GSL_G.3_main_1,1700254273556,P.35,whats up,"""P.34_P.35""",382504,bear.png
37115,GSL_G.3_main_1,1700254274328,P.27,those 2 def go hand in hand haha,"""P.27_P.33""",13560,rabbit.png
37116,GSL_G.3_main_1,1700254276378,P.29,lollllll,"""P.24_P.29""",176865,fox.png
37117,GSL_G.3_main_1,1700254287840,P.27,im a 2nd yr so ive been thro lots of changes lol,"""P.27_P.33""",13560,rabbit.png
37118,GSL_G.3_main_1,1700254288575,P.31,"god i am really not gonna be all that useful for this ""forming connections"" thing","""P.24_P.31""",259141,monkey.png
37119,GSL_G.3_main_1,1700254289901,P.29,lolllll,"""P.27_P.29""",176865,fox.png
37120,GSL_G.3_main_1,1700254291169,P.28,dang unlucky,"""P.28_P.34""",119108,zebra.png
37121,GSL_G.3_main_1,1700254291590,P.24,"i will definitely miss it a lot, i love it here, but i suppose i'm ready to spread my wings","""P.24_P.34""",963934,panda.png
37122,GSL_G.3_main_1,1700254293132,P.32,What specific field of medicine are you wanting to go into?,"""P.24_P.32""",869923,donkey.png
37123,GSL_G.3_main_1,1700254296951,P.27,currently majoring in foreign affairs and then minoring in psyc,"""P.27_P.33""",13560,rabbit.png
37124,GSL_G.3_main_1,1700254305664,P.31,havent made a friend on my own in like 2 years lol,"""P.24_P.31""",259141,monkey.png
37125,GSL_G.3_main_1,1700254306695,P.33,I see hhhh,"""P.27_P.33""",272262,fox2.png
37126,GSL_G.3_main_1,1700254308019,P.34,I agree,"""P.32_P.34""",925154,elephant.png
37127,GSL_G.3_main_1,1700254310209,P.32,"It's good, I've been sick all week but starting to feel better","""P.28_P.32""",869923,donkey.png
37128,GSL_G.3_main_1,1700254310462,P.33,that's fine,"""P.27_P.33""",272262,fox2.png
37129,GSL_G.3_main_1,1700254310919,P.24,dermatology or immunology!,"""P.24_P.32""",963934,panda.png
37130,GSL_G.3_main_1,1700254312938,P.29,i make a new playlist every month and so its so funny to see how much my taste switches back and forth,"""P.27_P.29""",176865,fox.png
37131,GSL_G.3_main_1,1700254313088,P.35,no its insane you pre med ?,"""P.25_P.35""",382504,bear.png
37132,GSL_G.3_main_1,1700254313992,P.28,i was fortunate enough to have all my classes canceled mon and tues,"""P.28_P.34""",119108,zebra.png
37133,GSL_G.3_main_1,1700254316361,P.32,Also brutal week with midterms,"""P.28_P.32""",869923,donkey.png
37134,GSL_G.3_main_1,1700254320744,P.31,i just steal old friends' new friends,"""P.24_P.31""",259141,monkey.png
37135,GSL_G.3_main_1,1700254325984,P.29,omg me too,"""P.29_P.34""",176865,fox.png
37136,GSL_G.3_main_1,1700254329100,P.29,not mon tho,"""P.29_P.34""",176865,fox.png
37137,GSL_G.3_main_1,1700254329665,P.34,do you have any exams when we get back?,"""P.32_P.34""",925154,elephant.png
37138,GSL_G.3_main_1,1700254330154,P.33,Everything is the best arrangement,"""P.27_P.33""",272262,fox2.png
37139,GSL_G.3_main_1,1700254331563,P.29,thats harsh,"""P.29_P.34""",176865,fox.png
37140,GSL_G.3_main_1,1700254334059,P.24,that's ok thats what it's allllll about,"""P.24_P.31""",963934,panda.png
37141,GSL_G.3_main_1,1700254334105,P.27,like watching it when im older is kinda weird bc the characters i idealized kinda suck BUT its still a good show,"""P.27_P.34""",13560,rabbit.png
37142,GSL_G.3_main_1,1700254336498,P.29,i got two on tuesday,"""P.29_P.34""",176865,fox.png
37143,GSL_G.3_main_1,1700254339398,P.32,Nope all my exams were this week,"""P.32_P.34""",869923,donkey.png
37144,GSL_G.3_main_1,1700254340289,P.28,that's awful but glad ur feeling better,"""P.28_P.32""",119108,zebra.png
37145,GSL_G.3_main_1,1700254341913,P.32,I had 3,"""P.32_P.34""",869923,donkey.png
37146,GSL_G.3_main_1,1700254345489,P.24,but in my opionion you seem very coo;,"""P.24_P.31""",963934,panda.png
37147,GSL_G.3_main_1,1700254347135,P.34,I'm pretty good! hbu?,"""P.33_P.34""",925154,elephant.png
37148,GSL_G.3_main_1,1700254347199,P.29,so sat and sun are all devoted to studying :((((,"""P.29_P.34""",176865,fox.png
37149,GSL_G.3_main_1,1700254347923,P.24,cool,"""P.24_P.31""",963934,panda.png
37150,GSL_G.3_main_1,1700254349688,P.28,sick plus midterms is the worst combination,"""P.28_P.32""",119108,zebra.png
37151,GSL_G.3_main_1,1700254349996,P.32,I do have an essay due when we get back though,"""P.32_P.34""",869923,donkey.png
37152,GSL_G.3_main_1,1700254353868,P.27,ahh true true,"""P.27_P.33""",13560,rabbit.png
37153,GSL_G.3_main_1,1700254353919,P.29,hmmm,"""P.29_P.35""",176865,fox.png
37154,GSL_G.3_main_1,1700254355735,P.31,you seem cool too,"""P.24_P.31""",259141,monkey.png
37155,GSL_G.3_main_1,1700254355865,P.32,But no exams until finals,"""P.32_P.34""",869923,donkey.png
37156,GSL_G.3_main_1,1700254359572,P.27,whtas ur fav thing about uva so far,"""P.27_P.33""",13560,rabbit.png
37157,GSL_G.3_main_1,1700254359642,P.33,dont need to wry:),"""P.27_P.33""",272262,fox2.png
37158,GSL_G.3_main_1,1700254360092,P.35,do you like wes anderson films too?,"""P.24_P.35""",382504,bear.png
37159,GSL_G.3_main_1,1700254360778,P.29,maybe 27 dresses?,"""P.29_P.35""",176865,fox.png
37160,GSL_G.3_main_1,1700254362632,P.24,thank you!!,"""P.24_P.31""",963934,panda.png
37161,GSL_G.3_main_1,1700254366232,P.25,yep,"""P.25_P.32""",921274,Pig.png
37162,GSL_G.3_main_1,1700254367617,P.27,exactly life will work itself out,"""P.27_P.33""",13560,rabbit.png
37163,GSL_G.3_main_1,1700254370870,P.25,i definitely need to do that,"""P.25_P.32""",921274,Pig.png
37164,GSL_G.3_main_1,1700254371666,P.24,thank you!!!,"""P.24_P.28""",963934,panda.png
37165,GSL_G.3_main_1,1700254374422,P.28,good thing i will never take science classes,"""P.28_P.29""",119108,zebra.png
37166,GSL_G.3_main_1,1700254377193,P.25,yep,"""P.25_P.35""",921274,Pig.png
37167,GSL_G.3_main_1,1700254377896,P.31,isnt it weird to think about how none of the people here likely would have ever spoken to each other outside of this?,"""P.24_P.31""",259141,monkey.png
37168,GSL_G.3_main_1,1700254381137,P.25,you?,"""P.25_P.35""",921274,Pig.png
37169,GSL_G.3_main_1,1700254384054,P.34,That's really nice,"""P.32_P.34""",925154,elephant.png
37170,GSL_G.3_main_1,1700254384803,P.29,or how to lose a guy in 10 days,"""P.29_P.35""",176865,fox.png
37171,GSL_G.3_main_1,1700254389282,P.32,Haha yeah I'm not the biggest fan of cville,"""P.32_P.35""",869923,donkey.png
37172,GSL_G.3_main_1,1700254390667,P.24,i don't feel very athletic most days lmao,"""P.24_P.28""",963934,panda.png
37173,GSL_G.3_main_1,1700254391578,P.27,ahh so ur a playlister very fun,"""P.27_P.29""",13560,rabbit.png
37174,GSL_G.3_main_1,1700254392316,P.25,yeah definitely,"""P.25_P.27""",921274,Pig.png
37175,GSL_G.3_main_1,1700254395573,P.33,maybe firends,"""P.27_P.33""",272262,fox2.png
37176,GSL_G.3_main_1,1700254396797,P.32,"Love UVA, but cville can be boring","""P.32_P.35""",869923,donkey.png
37177,GSL_G.3_main_1,1700254400456,P.25,the one I went to wasn't super huge so it was cool,"""P.25_P.27""",921274,Pig.png
37178,GSL_G.3_main_1,1700254400894,P.34,That's a whole lot of exams this past week though,"""P.32_P.34""",925154,elephant.png
37179,GSL_G.3_main_1,1700254402055,P.32,And kinda dangerous,"""P.32_P.35""",869923,donkey.png
37180,GSL_G.3_main_1,1700254407183,P.24,i want it to snow!!,"""P.24_P.29""",963934,panda.png
37181,GSL_G.3_main_1,1700254410173,P.35,ahhh shoot whats your family doing for thanksgiving,"""P.31_P.35""",382504,bear.png
37182,GSL_G.3_main_1,1700254411327,P.29,lolllll,"""P.28_P.29""",176865,fox.png
37183,GSL_G.3_main_1,1700254412030,P.32,Yeah this past week was brutal,"""P.32_P.34""",869923,donkey.png
37184,GSL_G.3_main_1,1700254414457,P.27,"i genuinely do the same thing, whenever im in the mood for a new type of music i instantly start making a new one","""P.27_P.29""",13560,rabbit.png
37185,GSL_G.3_main_1,1700254415704,P.32,Plus I was sick all week,"""P.32_P.34""",869923,donkey.png
37186,GSL_G.3_main_1,1700254416869,P.24,yes it is very weird,"""P.24_P.31""",963934,panda.png
37187,GSL_G.3_main_1,1700254419433,P.32,Still kinda am,"""P.32_P.34""",869923,donkey.png
